n00000	MA==
n03332	Ny42OTI1MzM0MzQ3NjQxNDU0ODc0NzkyNzg5Nzg0NTUzNzk2NjQyNzU1Mjg5NTk2NDc2MjkyNDU3NDk4OTAyMzc1ODUwMDg2MzY3NzgxNTgwMjQzMzIyOTY2NDc4NzA0MzE1Njc2NTA2NzMwODgxMTAxMjQ4MDg3MzYxNDU0OTYzNjg0MDgyMDMxMjVFLTI5
n03333	Ny42OTI1MzM0MzQ3NjQxNDU0ODc0NzkyNzg5Nzg0NTUzNzk2NjQyNzU1Mjg5NTk2NDc2MjkyNDU3Mzc4NTMxNzU0MzI1ODg0MTI2OTY1NTgxNjIxOTExNDA4NTIxMjk1Njg0MzIzNDkzMjY5MTE4ODk4NzUxOTEyNjM4NTQ1MDM2MzE1OTE3OTY4NzVFLTI5
n03334	NDMzOTUzNzE1MjQ5ODEwMDIwNzU3MDk2OTk1MjI1NjA=
n03335	NDMzOTUzNzE1MjQ5ODEwMDIwNzU3MDk2OTk1MjI1NjAuMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDQ4MzU3MDMyNzg0NTg1MTY2OTg4MjQ3MDQ=
n03336	NDMzOTUzNzE1MjQ5ODEwMDIwNzU3MDk2OTk1MjI1NTkuOTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTUxNjQyOTY3MjE1NDE0ODMzMDExNzUyOTY=
n03337	MC4wMDAwMDMxNTg5NDY0Njk3MzkwMjEyNjc3NDE5MTg1NjM4NDI3NzM0Mzc1
n03338	MC4wMDAwMDMxNTg5NDY0Njk3MzkwMjEyNjc3NDE5MTg1NjM4NDI3NzM0Mzc1MDAwMDAwMDAwMDAwMDAwMDAwMDIyNzM3MzY3NTQ0MzIzMjA1OTQ3ODc1OTc2NTYyNQ==
n03339	MC4wMDAwMDMxNTg5NDY0Njk3MzkwMjEyNjc3NDE5MTg1NjM4NDI3NzM0Mzc0OTk5OTk5OTk5OTk5OTk5OTk5OTc3MjYyNjMyNDU1Njc2Nzk0MDUyMTI0MDIzNDM3NQ==
n03340	MS44NDEyMDExNDE3NDU0NDI0MTU1ODcwNjQwMzMzODg3NDIyNDU3MzM3Mzc5NDU1NTY2NDA2MjVFLTEz
n03341	MS44NDEyMDExNDE3NDU0NDI0MTU1ODcwNjQwMzMzODg3NDIyNDU3MzM3Mzc5NDU1NTY2NDA2MjUwMDEzNTUyNTI3MTU2MDY4ODA1NDI1MDkzMTYwMDEwODc0MjcxMzkyODIyMjY1NjI1RS0xMw==
n03342	MS44NDEyMDExNDE3NDU0NDI0MTU1ODcwNjQwMzMzODg3NDIyNDU3MzM3Mzc5NDU1NTY2NDA2MjQ5OTg2NDQ3NDcyODQzOTMxMTk0NTc0OTA2ODM5OTg5MTI1NzI4NjA3MTc3NzM0Mzc1RS0xMw==
n03343	MS4wMjg0MDcxMjI5MTUzODEyNzc2NTAyMjYzNjU5NDk0OTI5MDE1NjM2NDQ0MDkxNzk2ODc1RS0xMg==
n03344	MS4wMjg0MDcxMjI5MTUzODEyNzc2NTAyMjYzNjU5NDk0OTI5MDE1NjM2NDQ0MDkxNzk2ODc1MDAwMDEwODQyMDIxNzI0ODU1MDQ0MzQwMDc0NTI4MDA4Njk5NDE3MTE0MjU3ODEyNUUtMTI=
n03345	MS4wMjg0MDcxMjI5MTUzODEyNzc2NTAyMjYzNjU5NDk0OTI5MDE1NjM2NDQ0MDkxNzk2ODc0OTk5OTg5MTU3OTc4Mjc1MTQ0OTU1NjU5OTI1NDcxOTkxMzAwNTgyODg1NzQyMTg3NUUtMTI=
n03346	NC4yODA4Nzc1MjE3ODk1MDQwNTIwNzk3MjI0ODQ0MjI2NDYyNjE0NDgyNjQyMjY2MDExNjgwNDc2MzY3NDczNjAyMjk0OTIxODc1RS0yMg==
n03347	NC4yODA4Nzc1MjE3ODk1MDQwNTIwNzk3MjI0ODQ0MjI2NDYyNjE0NDgyNjQyMjY2MDExNjgwNDc2NDE3OTYwNzAwMjI5MDY2NjMwNTQ2MzUwNjI4MTc4MDk4MzE4Njk5MDg1MjExODQ2OTc3NDcyMzA1Mjk3ODUxNTYyNUUtMjI=
n03348	NC4yODA4Nzc1MjE3ODk1MDQwNTIwNzk3MjI0ODQ0MjI2NDYyNjE0NDgyNjQyMjY2MDExNjgwNDc2MzE2OTg2NTA0MzYwNzc3MTE5NDUzNjQ5MzcxODIxOTAxNjgxMzAwOTE0Nzg4MTUzMDIyNTI3Njk0NzAyMTQ4NDM3NUUtMjI=
n03349	NDM0NDU5OC4yNQ==
n03350	NDM0NDU5OC4yNTAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDU=
n03351	NDM0NDU5OC4yNDk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTU=
n03352	OTIzMDgzMDAxMDM2OA==
n03353	OTIzMDgzMDAxMDM2OC4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMTA0ODU3Ng==
n03354	OTIzMDgzMDAxMDM2Ny45OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5ODk1MTQyNA==
n03355	NDE1MTY1Njgw
n03356	NDE1MTY1NjgwLjAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDMy
n03357	NDE1MTY1Njc5Ljk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTY4
n03358	MzEuMjE4NjkxODI1ODY2Njk5MjE4NzU=
n03359	MzEuMjE4NjkxODI1ODY2Njk5MjE4NzUwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDE5MDczNDg2MzI4MTI1
n03360	MzEuMjE4NjkxODI1ODY2Njk5MjE4NzQ5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTgwOTI2NTEzNjcxODc1
n03361	NC41OTIwOTc1MzI2NzMzOTQ2NDcxNTU1MDQ1NTg3MjA2NzMzNjkyNjUzNDE1MzQ2Mjg1MzI4MjY5MDA0ODIxNzc3MzQzNzVFLTIw
n03362	NC41OTIwOTc1MzI2NzMzOTQ2NDcxNTU1MDQ1NTg3MjA2NzMzNjkyNjUzNDE1MzQ2Mjg1MzI4MjY5MDM3MTMzNTIwMDIxNjAyNjQzNTQ5NjY0NDAyMDMzOTgyOTIzOTY3NDE0NTM1NTgyMDY1NTgyMjc1MzkwNjI1RS0yMA==
n03363	NC41OTIwOTc1MzI2NzMzOTQ2NDcxNTU1MDQ1NTg3MjA2NzMzNjkyNjUzNDE1MzQ2Mjg1MzI4MjY4OTcyNTEwMDM0NjY1ODk3MzU2NDUwMzM1NTk3OTY2MDE3MDc2MDMyNTg1NDY0NDE3OTM0NDE3NzI0NjA5Mzc1RS0yMA==
n03364	MjI3NTE0NDUxNDE4Njk3ODgxOTYyNDE0MDg=
n03365	MjI3NTE0NDUxNDE4Njk3ODgxOTYyNDE0MDguMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDIzMDU4NDMwMDkyMTM2OTM5NTI=
n03366	MjI3NTE0NDUxNDE4Njk3ODgxOTYyNDE0MDcuOTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTc2OTQxNTY5OTA3ODYzMDYwNDg=
n03367	MTM3OTczMTc0NDAwNDQ4MzYyMTg0NzA0
n03368	MTM3OTczMTc0NDAwNDQ4MzYyMTg0NzA0LjAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA5MDA3MTk5MjU0NzQwOTky
n03369	MTM3OTczMTc0NDAwNDQ4MzYyMTg0NzAzLjk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTkwOTkyODAwNzQ1MjU5MDA4
n03370	MS42NzEwNzY5NDU5ODE2Njg1MDQ1MjYxNDA4NTA0MzAyMzgwNjA2NTMyMDk2ODYyNzkyOTY4NzVFLTEz
n03371	MS42NzEwNzY5NDU5ODE2Njg1MDQ1MjYxNDA4NTA0MzAyMzgwNjA2NTMyMDk2ODYyNzkyOTY4NzUwMDEzNTUyNTI3MTU2MDY4ODA1NDI1MDkzMTYwMDEwODc0MjcxMzkyODIyMjY1NjI1RS0xMw==
n03372	MS42NzEwNzY5NDU5ODE2Njg1MDQ1MjYxNDA4NTA0MzAyMzgwNjA2NTMyMDk2ODYyNzkyOTY4NzQ5OTg2NDQ3NDcyODQzOTMxMTk0NTc0OTA2ODM5OTg5MTI1NzI4NjA3MTc3NzM0Mzc1RS0xMw==
n03373	MS42MTA4MDE5NjgzNTI4MDc2NTEyODI3MTcyMTg5MDI5OTk2ODc5NTUwODcwMTE3NDgxMjMxNjAyNTk2MzgwOTgwNjg1MzUzMjc5MTEzNzY5NTMxMjVFLTI2
n03374	MS42MTA4MDE5NjgzNTI4MDc2NTEyODI3MTcyMTg5MDI5OTk2ODc5NTUwODcwMTE3NDgxMjMxNjAyNjExNzg4NDIwMjQwNDUxMTY1OTM4MjE3MzU0NzkwNjc5NDE4NTQ4MzA0ODEzMTg1NzIzMTA1NTYxOTE5NTEwMzY0NTMyNDcwNzAzMTI1RS0yNg==
n03375	MS42MTA4MDE5NjgzNTI4MDc2NTEyODI3MTcyMTg5MDI5OTk2ODc5NTUwODcwMTE3NDgxMjMxNjAyNTgwOTczNTQxMTMwMjU1MzkyMjg5MzIxNzA3NzA5MzIwNTgxNDUxNjk1MTg2ODE0Mjc2ODk0NDM4MDgwNDg5NjM1NDY3NTI5Mjk2ODc1RS0yNg==
n03376	NTU3Njg3NzQ1ODIyMjQyODAwMTI5NDIwNzA0NTY4ODk5MDEwNTY=
n03377	NTU3Njg3NzQ1ODIyMjQyODAwMTI5NDIwNzA0NTY4ODk5MDEwNTYuMDAwMDAwMDAwMDAwMDAwMDAwMDUwNzA2MDI0MDA5MTI5MTc2MDU5ODY4MTI4MjE1MDQ=
n03378	NTU3Njg3NzQ1ODIyMjQyODAwMTI5NDIwNzA0NTY4ODk5MDEwNTUuOTk5OTk5OTk5OTk5OTk5OTk5OTQ5MjkzOTc1OTkwODcwODIzOTQwMTMxODcxNzg0OTY=
n03379	Mjc1NDE2ODE2
n03380	Mjc1NDE2ODE2LjAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDMy
n03381	Mjc1NDE2ODE1Ljk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTY4
n03382	Mi45ODIxMjkzMDU1NTkyNjEzOTE0MzI2NDc2MjIwNzY1NDg3MjA4NTU1MzkzODE3NDQ1NDIyNDg4NTMyMzU4MzI5MzkzOTAwOTMwODgxNTAwMjQ0MTQwNjI1RS0yOA==
n03383	Mi45ODIxMjkzMDU1NTkyNjEzOTE0MzI2NDc2MjIwNzY1NDg3MjA4NTU1MzkzODE3NDQ1NDIyNDg4NTU2NDMyNDUzNjk4NzQxMzc5MDQ0Njk5OTY4NDIyOTM2NTkxNDgxNzI2MjcwNjAyNjkyMzUyNDQwNDk5MjM0OTQ0NTgxOTg1NDczNjMyODEyNUUtMjg=
n03384	Mi45ODIxMjkzMDU1NTkyNjEzOTE0MzI2NDc2MjIwNzY1NDg3MjA4NTU1MzkzODE3NDQ1NDIyNDg4NTA4Mjg0MjA1MDg5MDYwNDgyNzE4MzAwNTE5ODU4MzEzNDA4NTE4MjczNzI5Mzk3MzA3NjQ3NTU5NTAwNzY1MDU1NDE4MDE0NTI2MzY3MTg3NUUtMjg=
n03385	Ni4xMTAzNDk4MjE1NzM2MDQwMzQ3NjMwMDAwNTgwNTI3MzAzOTcwMTAyNDE5ODEzMTE3MjM0NDU0OTU0OTg0NjM0ODY2ODMyNDkzNTcxNTY0NTU1MTY4MTUxODU1NDY4NzVFLTMy
n03386	Ni4xMTAzNDk4MjE1NzM2MDQwMzQ3NjMwMDAwNTgwNTI3MzAzOTcwMTAyNDE5ODEzMTE3MjM0NDU1MDEzNzU5MzUyNDA3OTQ2ODY4OTcwMDAxMzgyMDI5MjY0MTM5MzU5NjgzMjc3ODM4NjA0Mzc2MDc1NDM3NTg1MzEzOTIwODYyOTcyNzM2MzU4NjQyNTc4MTI1RS0zMg==
n03387	Ni4xMTAzNDk4MjE1NzM2MDQwMzQ3NjMwMDAwNTgwNTI3MzAzOTcwMTAyNDE5ODEzMTE3MjM0NDU0ODk2MjA5OTE3MzI1NzE4MTE4MTczMTI3NzI4MzA3MDM5NTcxNTc3ODE2NzIyMTYxMzk1NjIzOTI0NTYyNDE0Njg2MDc5MTM3MDI3MjYzNjQxMzU3NDIxODc1RS0zMg==
n03388	NC4wMjE4Njc2OTUzNDgzNjA2MTUyOTIzNTE1MzE2OTM0NDgxODQ3NTgyNDg5OTcwMzM4NTgxNzQxNzcxMTIyMzI0MjgwNDQwODA3MzQyNTI5Mjk2ODc1RS0yNw==
n03389	NC4wMjE4Njc2OTUzNDgzNjA2MTUyOTIzNTE1MzE2OTM0NDgxODQ3NTgyNDg5OTcwMzM4NTgxNzQxODA5NjQwOTIzMTY4MTg1NTI0NDAzNjQ4ODU1NzI2Njk4NTQ2MzcwNzYyMDMyOTY0MzA3NzYzOTA0Nzk4Nzc1OTExMzMxMTc2NzU3ODEyNUUtMjc=
n03390	NC4wMjE4Njc2OTUzNDgzNjA2MTUyOTIzNTE1MzE2OTM0NDgxODQ3NTgyNDg5OTcwMzM4NTgxNzQxNzMyNjAzNzI1MzkyNjk2MDkwMjgxNDA5NzM4MDIzMzAxNDUzNjI5MjM3OTY3MDM1NjkyMjM2MDk1MjAxMjI0MDg4NjY4ODIzMjQyMTg3NUUtMjc=
n03391	MTU0OTgxMzY2OTI5NzQyNTYzODg2OTQ0NDg1Mzc2
n03392	MTU0OTgxMzY2OTI5NzQyNTYzODg2OTQ0NDg1Mzc2LjAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA5NDQ0NzMyOTY1NzM5MjkwNDI3Mzky
n03393	MTU0OTgxMzY2OTI5NzQyNTYzODg2OTQ0NDg1Mzc1Ljk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTkwNTU1MjY3MDM0MjYwNzA5NTcyNjA4
n03394	NDUwOTIzOTQ=
n03395	NDUwOTIzOTQuMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDQ=
n03396	NDUwOTIzOTMuOTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTY=
n03397	MTE1MTE4NDg0Nzk4MTAwNzMzOTUy
n03398	MTE1MTE4NDg0Nzk4MTAwNzMzOTUyLjAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA4Nzk2MDkzMDIyMjA4
n03399	MTE1MTE4NDg0Nzk4MTAwNzMzOTUxLjk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTkxMjAzOTA2OTc3Nzky
n03400	MTYyODE4Mzc2NTk3NTA0
n03401	MTYyODE4Mzc2NTk3NTA0LjAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDE2Nzc3MjE2
n03402	MTYyODE4Mzc2NTk3NTAzLjk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTgzMjIyNzg0
n03403	NzI0MjMwNjM1NTIw
n03404	NzI0MjMwNjM1NTIwLjAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NTM2
n03405	NzI0MjMwNjM1NTE5Ljk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTM0NDY0
n03406	MS44MDYyOTE5MTYwMzk5ODE1MTU0OTYwMzc5MDA0NDc4NDU0NTg5ODQzNzVFLTg=
n03407	MS44MDYyOTE5MTYwMzk5ODE1MTU0OTYwMzc5MDA0NDc4NDU0NTg5ODQzNzUwMDAwMDAwMDAwMDAwMDE3NzYzNTY4Mzk0MDAyNTA0NjQ2Nzc4MTA2Njg5NDUzMTI1RS04
n03408	MS44MDYyOTE5MTYwMzk5ODE1MTU0OTYwMzc5MDA0NDc4NDU0NTg5ODQzNzQ5OTk5OTk5OTk5OTk5OTgyMjM2NDMxNjA1OTk3NDk1MzUzMjIxODkzMzEwNTQ2ODc1RS04
n03409	NC4yNjc0MjcyOTQ3OTAxMzE5MzU4NjU3MjkwNTE0NzEzNjIyNTQyMzMwOTk1MjAyMDY0NTE0MTYwMTU2MjVFLTE2
n03410	NC4yNjc0MjcyOTQ3OTAxMzE5MzU4NjU3MjkwNTE0NzEzNjIyNTQyMzMwOTk1MjAyMDY0NTE0MTYwMTgyNzE5Nzc5NjAxNjk2ODg1NTk1ODg1MDc4MTQ2MjM4ODExMzE0MTA1OTg3NTQ4ODI4MTI1RS0xNg==
n03411	NC4yNjc0MjcyOTQ3OTAxMzE5MzU4NjU3MjkwNTE0NzEzNjIyNTQyMzMwOTk1MjAyMDY0NTE0MTYwMTI5NzgwMjIwMzk4MzAzMTE0NDA0MTE0OTIxODUzNzYxMTg4Njg1ODk0MDEyNDUxMTcxODc1RS0xNg==
n03412	MS40ODg2NDIyMjMzODU3MjQ4MDE3MDMyMDk0NDMxNTYyNTEyNTE1Mzg3OTA4MjUxNzk2MDM0MTY0NzI2NzM0MTYxMzc2OTUzMTI1RS0yMQ==
n03413	MS40ODg2NDIyMjMzODU3MjQ4MDE3MDMyMDk0NDMxNTYyNTEyNTE1Mzg3OTA4MjUxNzk2MDM0MTY0NzM2ODMxNTgwOTYzNzgyMDc2MTA5MjcwMTI1NjM1NjE5NjYzNzM5ODE3MDQyMzY5Mzk1NDk0NDYxMDU5NTcwMzEyNUUtMjE=
n03414	MS40ODg2NDIyMjMzODU3MjQ4MDE3MDMyMDk0NDMxNTYyNTEyNTE1Mzg3OTA4MjUxNzk2MDM0MTY0NzE2NjM2NzQxNzkwMTI0MTczODkwNzI5ODc0MzY0MzgwMzM2MjYwMTgyOTU3NjMwNjA0NTA1NTM4OTQwNDI5Njg3NUUtMjE=
n03415	NzE3OTUxMjIxMTA0NjQ=
n03416	NzE3OTUxMjIxMTA0NjQuMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDgzODg2MDg=
n03417	NzE3OTUxMjIxMTA0NjMuOTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTE2MTEzOTI=
n03418	Mi4wMDA5OTgyNjcyMjExNDI5MzA1ODE2MTQ1Njk2NTMwMzUzMDIwMTYyNTMzNDQ5NDI5NDQ4MTE1NTk0ODQ5NjcyMjg3Mjg3ODU2MTUzODgxMTkzNjc3MDc5ODYzODQ2MzAyMDMyNDcwNzAzMTI1RS0zNw==
n03419	Mi4wMDA5OTgyNjcyMjExNDI5MzA1ODE2MTQ1Njk2NTMwMzUzMDIwMTYyNTMzNDQ5NDI5NDQ4MTE1NjE3MjcwNDQ3NzE2NDg0OTI5Mjg4NjYwODY3MDA5NzE4NTIxOTQ2Nzg2MjIzNTQwNzI3Mzc3MzQ4MTEzMDkyNTQyMjM2NjU3MzIyOTczNzY5NjIzNzg2MjExMDEzNzkzOTQ1MzEyNUUtMzc=
n03420	Mi4wMDA5OTgyNjcyMjExNDI5MzA1ODE2MTQ1Njk2NTMwMzUzMDIwMTYyNTMzNDQ5NDI5NDQ4MTE1NTcyNDI4ODk2ODU4MDkwNzgzMDE5MTAxNTIwMzQ0NDQxMjA1NzQ1ODE3ODQxNDAwNjc4ODcyNjUxODg2OTA3NDU3NzYzMzQyNjc3MDI2MjMwMzc2MjEzNzg4OTg2MjA2MDU0Njg3NUUtMzc=
n03421	NC40NjY5NTE4MTc4NTA2MjY2MDcyNjgwMjM3NjczNjMwMjYwMjUwODk5MDU2MjMxNjQ3Mzc1OTE1NjQ2NzU1NDUwOTcxNzM4ODEwMDM5ODIzODc0ODMxMTk5NjQ1OTk2MDkzNzVFLTMz
n03422	NC40NjY5NTE4MTc4NTA2MjY2MDcyNjgwMjM3NjczNjMwMjYwMjUwODk5MDU2MjMxNjQ3Mzc1OTE1NjgzNDg5NjQ5NDM0OTM1Mjk0NjYzODQ2ODkxNjE5Mzk0ODIzNDI3OTI3MDQ4NjQ5MTI3NzM1MDQ3MTQ4NDkwODIxMjAwNTM5MzU3OTYwMjI0MTUxNjExMzI4MTI1RS0zMw==
n03423	NC40NjY5NTE4MTc4NTA2MjY2MDcyNjgwMjM3NjczNjMwMjYwMjUwODk5MDU2MjMxNjQ3Mzc1OTE1NjEwMDIxMjUyNTA4NTQyMzI1NDE1ODAwODU4MDQzMDA0NDY4NTY0MjYwNDUxMzUwODcyMjY0OTUyODUxNTA5MTc4Nzk5NDYwNjQyMDM5Nzc1ODQ4Mzg4NjcxODc1RS0zMw==
n03424	MS45NDQ1Njg1NTEzMjA4NTc3MDc3NjQ4NDQyMzU0OTg0NTgxNDcwNDg5NTAxOTUzMTI1RS0xMQ==
n03425	MS45NDQ1Njg1NTEzMjA4NTc3MDc3NjQ4NDQyMzU0OTg0NTgxNDcwNDg5NTAxOTUzMTI1MDAwMDAwMDE3MzQ3MjM0NzU5NzY4MDcwOTQ0MTE5MjQ0ODEzOTE5MDY3MzgyODEyNUUtMTE=
n03426	MS45NDQ1Njg1NTEzMjA4NTc3MDc3NjQ4NDQyMzU0OTg0NTgxNDcwNDg5NTAxOTUzMTI0OTk5OTk5OTgyNjUyNzY1MjQwMjMxOTI5MDU1ODgwNzU1MTg2MDgwOTMyNjE3MTg3NUUtMTE=
n03427	OC45NjY0MTI5ODk5NDE2NjkyMDI2NDQxMjU4NjU2ODUxOTE0ODUxNjU0NDEzOTI2NTczODE2Njk1NTA4ODY3MjY5MzgxODgwNzYwMTkyODcxMDkzNzVFLTI3
n03428	OC45NjY0MTI5ODk5NDE2NjkyMDI2NDQxMjU4NjU2ODUxOTE0ODUxNjU0NDEzOTI2NTczODE2Njk1NTg1OTA0NDY3MTU3MzcwMTk0MzE1MTEwMjExNDUzMzk3MDkyNzQxNTI0MDY1OTI4NjE1NTI3ODA5NTk3NTUxODIyNjYyMzUzNTE1NjI1RS0yNw==
n03429	OC45NjY0MTI5ODk5NDE2NjkyMDI2NDQxMjU4NjU2ODUxOTE0ODUxNjU0NDEzOTI2NTczODE2Njk1NDMxODMwMDcxNjA2MzkxMzI2MDcwNjMxOTc2MDQ2NjAyOTA3MjU4NDc1OTM0MDcxMzg0NDcyMTkwNDAyNDQ4MTc3MzM3NjQ2NDg0Mzc1RS0yNw==
n03430	MzM3NTE5ODg3NTE1NjQ4
n03431	MzM3NTE5ODg3NTE1NjQ4LjAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDMzNTU0NDMy
n03432	MzM3NTE5ODg3NTE1NjQ3Ljk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTY2NDQ1NTY4
n03433	MTY2NDk1NjE1NjE1ODM1MTk5MDIzODUwOTc5MzI4
n03434	MTY2NDk1NjE1NjE1ODM1MTk5MDIzODUwOTc5MzI4LjAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDE4ODg5NDY1OTMxNDc4NTgwODU0Nzg0
n03435	MTY2NDk1NjE1NjE1ODM1MTk5MDIzODUwOTc5MzI3Ljk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTgxMTEwNTM0MDY4NTIxNDE5MTQ1MjE2
n03436	Mi4wMTQ0MjIzNjEwMTQ5MjExNzAwNjM3Mjk1MDUyNzI5MzE0MTkzMTI5NTM5NDg5NzQ2MDkzNzVFLTEz
n03437	Mi4wMTQ0MjIzNjEwMTQ5MjExNzAwNjM3Mjk1MDUyNzI5MzE0MTkzMTI5NTM5NDg5NzQ2MDkzNzUwMDEzNTUyNTI3MTU2MDY4ODA1NDI1MDkzMTYwMDEwODc0MjcxMzkyODIyMjY1NjI1RS0xMw==
n03438	Mi4wMTQ0MjIzNjEwMTQ5MjExNzAwNjM3Mjk1MDUyNzI5MzE0MTkzMTI5NTM5NDg5NzQ2MDkzNzQ5OTg2NDQ3NDcyODQzOTMxMTk0NTc0OTA2ODM5OTg5MTI1NzI4NjA3MTc3NzM0Mzc1RS0xMw==
n03439	NjM5MjYxNTg1NDM0ODk1OTc0NA==
n03440	NjM5MjYxNTg1NDM0ODk1OTc0NC4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDU0OTc1NTgxMzg4OA==
n03441	NjM5MjYxNTg1NDM0ODk1OTc0My45OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTQ1MDI0NDE4NjExMg==
n03442	NS43ODI0MjMwNDI4Mjg5MTk5MzI0NTk2MzA1OTM4OTEyNTg1MTUyNjQ1MTIwNTU3ODEyNzYzNDUxMDExMDUxMDc0NjAxNzA5ODQyNjgxODg0NzY1NjI1RS0yNw==
n03443	NS43ODI0MjMwNDI4Mjg5MTk5MzI0NTk2MzA1OTM4OTEyNTg1MTUyNjQ1MTIwNTU3ODEyNzYzNDUxMDQ5NTY5NjczNDg5NDU0NTU5NzQzMDA0MzI0NDc2Njk4NTQ2MzcwNzYyMDMyOTY0MzA3NzYzOTA0Nzk4Nzc1OTExMzMxMTc2NzU3ODEyNUUtMjc=
n03444	NS43ODI0MjMwNDI4Mjg5MTk5MzI0NTk2MzA1OTM4OTEyNTg1MTUyNjQ1MTIwNTU3ODEyNzYzNDUwOTcyNTMyNDc1NzEzOTY1MTI1NjIwNzY1MjA2NzczMzAxNDUzNjI5MjM3OTY3MDM1NjkyMjM2MDk1MjAxMjI0MDg4NjY4ODIzMjQyMTg3NUUtMjc=
n03445	Mi43MTcyODExNjUzOTYyMDM0NTM3OTM0NjY2NjQ0Nzg3Mjg0ODk0ODQ2Mzc5NzU2OTI3NDkwMjM0Mzc1RS0xNQ==
n03446	Mi43MTcyODExNjUzOTYyMDM0NTM3OTM0NjY2NjQ0Nzg3Mjg0ODk0ODQ2Mzc5NzU2OTI3NDkwMjM0Mzk2MTc1ODIzNjgxMzU3NTA4NDc2NzA4MDYyNTE2OTkxMDQ5MDUxMjg0NzkwMDM5MDYyNUUtMTU=
n03447	Mi43MTcyODExNjUzOTYyMDM0NTM3OTM0NjY2NjQ0Nzg3Mjg0ODk0ODQ2Mzc5NzU2OTI3NDkwMjM0MzUzODI0MTc2MzE4NjQyNDkxNTIzMjkxOTM3NDgzMDA4OTUwOTQ4NzE1MjA5OTYwOTM3NUUtMTU=
n03448	NjQ5MTA2MDczOTYxMTAzMzY=
n03449	NjQ5MTA2MDczOTYxMTAzMzYuMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDQyOTQ5NjcyOTY=
n03450	NjQ5MTA2MDczOTYxMTAzMzUuOTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTU3MDUwMzI3MDQ=
